Internal ID,Number,Name,Subsidiary
1229,210101,ACCOUNTS PAYABLE : Accounts Payable,IMMO German Service II GmbH (GER)
1229,210101,ACCOUNTS PAYABLE : Accounts Payable,IMMO German Property II GmbH (GER)
1229,210101,ACCOUNTS PAYABLE : Accounts Payable,IMMO Central Portfolio UK Limited (UK)
3321,210113,ACCOUNTS PAYABLE : Accounts Payable >5Y (VOB),Exporo Bestand 46 GmbH (EUR)
3321,210113,ACCOUNTS PAYABLE : Accounts Payable >5Y (VOB),TIAA General Account Housing German Property GmbH (EUR)
3321,210113,ACCOUNTS PAYABLE : Accounts Payable >5Y (VOB),TIAA General Account Housing German Service GmbH (EUR)
3321,210113,ACCOUNTS PAYABLE : Accounts Payable >5Y (VOB),INSTA IMMO GmbH (GER)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,IMMO Investment Technologies S.à r.l. (LUX)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,IMMO Fund (consolidation entity)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,IMMO Capital Fund GP S.à r.l (LUX)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,Capital fund Elimination
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,IMMO Services Companies (Consolidation entity)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,IMMO Investment Technologies UK Limited (UK)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,INSTA IMMO GmbH (GER)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,Chandos Holdings UG
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,Arcangel Assets GmbH
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,Ruscha Residential GmbH
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,Chandos Elimination
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,IMMO Investment Technologies España S.L (SPN)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,IMMO Digital Solutions India Private Limited (INR)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,IMMO Service Elimination entity
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,IMMO Property Owning Structure (Consolidation entity)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,Carilux Investment S.à r.l (LUX)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,Moonstone Holdings S.à r.l (LUX)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,Matis Investment S.à r.l (LUX)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,"IMMO Central Portfolio Spain, S.L. (SPN)"
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,"IMMO IT Spain Portfolio, S.L. (SPN)"
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,IMMO IT SPAIN ELIMINATION
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,IMMO German Service GmbH (GER)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,IMMO German Property GmbH (GER)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,IMMO German Service II GmbH (GER)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,IMMO German Property II GmbH (GER)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,IMMO Central Portfolio UK Limited (UK)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,Matis Investment Elimination
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,Matis Elimination(Moonstone)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,Moonstone Elimination(carilux)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,IMMO Consolidation Entity (LUX)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,IMMO Investment Elimination
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,IMMO Managed Companies (Consolidation entity)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,RainMaker Investments GmbH (EUR)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,RI Nord GmbH (EUR)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,RI Living GmbH (EUR)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,Rainmaker Elimination
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,Chandos Holdings UG ( IMMO managed)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,Arcangel Assets GmbH (IMMO managed)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,Ruscha Residential GmbH (EUR) (IMMO managed)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,Chandos Elimination (IMMO managed)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,Nuveen HoldCo (Consolidation)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,TIAA General Account Housing German Property GmbH (EUR)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,TIAA General Account Housing German Service GmbH (EUR)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,Nuveen Elimination
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,Exporo Bestand 46 GmbH (EUR)
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,Consolidation Elimination
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,productivity subsidiary
1230,210102,ACCOUNTS PAYABLE : Accounts Payable Due From Related Parties,Test Entity
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Matis Investment Elimination
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Matis Elimination(Moonstone)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO Consolidation Entity (LUX)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO Central Portfolio UK Limited (UK)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO German Property II GmbH (GER)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO German Service II GmbH (GER)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO German Property GmbH (GER)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO German Service GmbH (GER)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO IT SPAIN ELIMINATION
1233,210105,ACCOUNTS PAYABLE : Advance payments received,"IMMO IT Spain Portfolio, S.L. (SPN)"
1233,210105,ACCOUNTS PAYABLE : Advance payments received,"IMMO Central Portfolio Spain, S.L. (SPN)"
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Matis Investment S.à r.l (LUX)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Moonstone Holdings S.à r.l (LUX)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Moonstone Elimination(carilux)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO Investment Elimination
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO Managed Companies (Consolidation entity)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,RainMaker Investments GmbH (EUR)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,RI Nord GmbH (EUR)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,RI Living GmbH (EUR)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Rainmaker Elimination
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Chandos Holdings UG ( IMMO managed)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Arcangel Assets GmbH (IMMO managed)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Ruscha Residential GmbH (EUR) (IMMO managed)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO Investment Technologies S.à r.l. (LUX)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO Fund (consolidation entity)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO Capital Fund GP S.à r.l (LUX)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Capital fund Elimination
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO Services Companies (Consolidation entity)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO Investment Technologies UK Limited (UK)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,INSTA IMMO GmbH (GER)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Chandos Holdings UG
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Arcangel Assets GmbH
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Ruscha Residential GmbH
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Chandos Elimination
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO Investment Technologies España S.L (SPN)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO Digital Solutions India Private Limited (INR)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Chandos Elimination (IMMO managed)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Nuveen HoldCo (Consolidation)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,TIAA General Account Housing German Property GmbH (EUR)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,TIAA General Account Housing German Service GmbH (EUR)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Nuveen Elimination
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Exporo Bestand 46 GmbH (EUR)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Consolidation Elimination
1233,210105,ACCOUNTS PAYABLE : Advance payments received,productivity subsidiary
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Test Entity
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO Service Elimination entity
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO Property Owning Structure (Consolidation entity)
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Carilux Investment S.à r.l (LUX)
3542,210119,ACCOUNTS PAYABLE : Clearing account for advance payments,IMMO German Property GmbH (GER)
3542,210119,ACCOUNTS PAYABLE : Clearing account for advance payments,TIAA General Account Housing German Service GmbH (EUR)
3542,210119,ACCOUNTS PAYABLE : Clearing account for advance payments,Arcangel Assets GmbH (IMMO managed)
3542,210119,ACCOUNTS PAYABLE : Clearing account for advance payments,IMMO IT SPAIN ELIMINATION
3542,210119,ACCOUNTS PAYABLE : Clearing account for advance payments,IMMO Central Portfolio UK Limited (UK)
3542,210119,ACCOUNTS PAYABLE : Clearing account for advance payments,Chandos Holdings UG ( IMMO managed)
3542,210119,ACCOUNTS PAYABLE : Clearing account for advance payments,Exporo Bestand 46 GmbH (EUR)
3542,210119,ACCOUNTS PAYABLE : Clearing account for advance payments,IMMO German Service GmbH (GER)
3542,210119,ACCOUNTS PAYABLE : Clearing account for advance payments,"IMMO IT Spain Portfolio, S.L. (SPN)"
3542,210119,ACCOUNTS PAYABLE : Clearing account for advance payments,IMMO German Property II GmbH (GER)
3542,210119,ACCOUNTS PAYABLE : Clearing account for advance payments,IMMO German Service II GmbH (GER)
3542,210119,ACCOUNTS PAYABLE : Clearing account for advance payments,TIAA General Account Housing German Property GmbH (EUR)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO Consolidation Entity (LUX)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO Investment Elimination
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO Managed Companies (Consolidation entity)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,RainMaker Investments GmbH (EUR)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,RI Nord GmbH (EUR)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,RI Living GmbH (EUR)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Rainmaker Elimination
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Chandos Holdings UG ( IMMO managed)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Arcangel Assets GmbH (IMMO managed)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Ruscha Residential GmbH (EUR) (IMMO managed)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Chandos Elimination (IMMO managed)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Nuveen HoldCo (Consolidation)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,TIAA General Account Housing German Property GmbH (EUR)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,TIAA General Account Housing German Service GmbH (EUR)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Nuveen Elimination
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Exporo Bestand 46 GmbH (EUR)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Consolidation Elimination
1234,210106,ACCOUNTS PAYABLE : Deferred Income,productivity subsidiary
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Test Entity
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO Investment Technologies S.à r.l. (LUX)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO Fund (consolidation entity)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO Capital Fund GP S.à r.l (LUX)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Capital fund Elimination
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO Services Companies (Consolidation entity)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO Investment Technologies UK Limited (UK)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,INSTA IMMO GmbH (GER)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Chandos Holdings UG
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Arcangel Assets GmbH
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Ruscha Residential GmbH
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Chandos Elimination
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO Investment Technologies España S.L (SPN)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO Digital Solutions India Private Limited (INR)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO Service Elimination entity
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO Property Owning Structure (Consolidation entity)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Carilux Investment S.à r.l (LUX)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Moonstone Holdings S.à r.l (LUX)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Matis Investment S.à r.l (LUX)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,"IMMO Central Portfolio Spain, S.L. (SPN)"
1234,210106,ACCOUNTS PAYABLE : Deferred Income,"IMMO IT Spain Portfolio, S.L. (SPN)"
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO IT SPAIN ELIMINATION
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO German Service GmbH (GER)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO German Property GmbH (GER)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO German Service II GmbH (GER)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO German Property II GmbH (GER)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO Central Portfolio UK Limited (UK)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Matis Investment Elimination
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Matis Elimination(Moonstone)
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Moonstone Elimination(carilux)
1332,210108,ACCOUNTS PAYABLE : Employee Tax Payable,IMMO Investment Technologies UK Limited (UK)
1332,210108,ACCOUNTS PAYABLE : Employee Tax Payable,INSTA IMMO GmbH (GER)
1332,210108,ACCOUNTS PAYABLE : Employee Tax Payable,IMMO Digital Solutions India Private Limited (INR)
1332,210108,ACCOUNTS PAYABLE : Employee Tax Payable,IMMO Investment Technologies España S.L (SPN)
1332,210108,ACCOUNTS PAYABLE : Employee Tax Payable,IMMO Investment Technologies S.à r.l. (LUX)
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,INSTA IMMO GmbH (GER)
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,Test Entity
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,Arcangel Assets GmbH
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,Ruscha Residential GmbH
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,Chandos Elimination
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO Investment Technologies España S.L (SPN)
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO Digital Solutions India Private Limited (INR)
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO Service Elimination entity
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO Property Owning Structure (Consolidation entity)
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,Carilux Investment S.à r.l (LUX)
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,Moonstone Holdings S.à r.l (LUX)
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,Matis Investment S.à r.l (LUX)
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,"IMMO Central Portfolio Spain, S.L. (SPN)"
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,"IMMO IT Spain Portfolio, S.L. (SPN)"
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO IT SPAIN ELIMINATION
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO German Service GmbH (GER)
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO Consolidation Entity (LUX)
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO Investment Technologies S.à r.l. (LUX)
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO Fund (consolidation entity)
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO Capital Fund GP S.à r.l (LUX)
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX)
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,Capital fund Elimination
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO Services Companies (Consolidation entity)
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO Investment Technologies UK Limited (UK)
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO German Property GmbH (GER)
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO German Service II GmbH (GER)
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO German Property II GmbH (GER)
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO Central Portfolio UK Limited (UK)
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,Matis Investment Elimination
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,Matis Elimination(Moonstone)
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,Moonstone Elimination(carilux)
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO Investment Elimination
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO Managed Companies (Consolidation entity)
