Internal ID,Number,Name,Subsidiary (no hierarchy),Sub Int ID
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",IMMO German Property GmbH (GER),21
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",IMMO German Service GmbH (GER),20
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",IMMO German Property II GmbH (GER),23
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",IMMO Central Portfolio UK Limited (UK),24
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",IMMO Managed Companies (Consolidation entity),34
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",RainMaker Investments GmbH (EUR),35
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",RI Nord GmbH (EUR),36
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",RI Living GmbH (EUR),37
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",Chandos Holdings UG ( IMMO managed),39
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",Arcangel Assets GmbH (IMMO managed),40
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",Ruscha Residential GmbH (EUR) (IMMO managed),41
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",Nuveen HoldCo (Consolidation),43
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",TIAA General Account Housing German Property GmbH (EUR),44
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",TIAA General Account Housing German Service GmbH (EUR),45
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",Exporo Bestand 46 GmbH (EUR),47
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",IMMO German Service II GmbH (GER),22
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive","IMMO IT Spain Portfolio, S.L. (SPN)",19
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive","IMMO Central Portfolio Spain, S.L. (SPN)",18
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",Matis Investment S.à r.l (LUX),17
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",Moonstone Holdings S.à r.l (LUX),16
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",Carilux Investment S.à r.l (LUX),15
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",IMMO Property Owning Structure (Consolidation entity),14
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",IMMO Digital Solutions India Private Limited (INR),25
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",IMMO Consolidation Entity (LUX),1
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",IMMO Investment Technologies S.à r.l. (LUX),2
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",IMMO Fund (consolidation entity),5
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",IMMO Capital Fund GP S.à r.l (LUX),6
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),12
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",IMMO Services Companies (Consolidation entity),8
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",IMMO Investment Technologies UK Limited (UK),9
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",INSTA IMMO GmbH (GER),10
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",Chandos Holdings UG,49
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",Arcangel Assets GmbH,50
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",Ruscha Residential GmbH,51
1232,210104,"ACCOUNTS PAYABLE : Service creditors, invoices pending to receive",IMMO Investment Technologies España S.L (SPN),13
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO Consolidation Entity (LUX),1
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO Central Portfolio UK Limited (UK),24
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO German Property II GmbH (GER),23
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO German Service II GmbH (GER),22
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO German Property GmbH (GER),21
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO German Service GmbH (GER),20
1233,210105,ACCOUNTS PAYABLE : Advance payments received,"IMMO IT Spain Portfolio, S.L. (SPN)",19
1233,210105,ACCOUNTS PAYABLE : Advance payments received,"IMMO Central Portfolio Spain, S.L. (SPN)",18
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Matis Investment S.à r.l (LUX),17
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Moonstone Holdings S.à r.l (LUX),16
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO Managed Companies (Consolidation entity),34
1233,210105,ACCOUNTS PAYABLE : Advance payments received,RainMaker Investments GmbH (EUR),35
1233,210105,ACCOUNTS PAYABLE : Advance payments received,RI Nord GmbH (EUR),36
1233,210105,ACCOUNTS PAYABLE : Advance payments received,RI Living GmbH (EUR),37
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Chandos Holdings UG ( IMMO managed),39
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Arcangel Assets GmbH (IMMO managed),40
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Ruscha Residential GmbH (EUR) (IMMO managed),41
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO Investment Technologies S.à r.l. (LUX),2
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO Fund (consolidation entity),5
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO Capital Fund GP S.à r.l (LUX),6
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),12
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO Services Companies (Consolidation entity),8
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO Investment Technologies UK Limited (UK),9
1233,210105,ACCOUNTS PAYABLE : Advance payments received,INSTA IMMO GmbH (GER),10
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Chandos Holdings UG,49
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Arcangel Assets GmbH,50
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Ruscha Residential GmbH,51
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO Investment Technologies España S.L (SPN),13
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO Digital Solutions India Private Limited (INR),25
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Nuveen HoldCo (Consolidation),43
1233,210105,ACCOUNTS PAYABLE : Advance payments received,TIAA General Account Housing German Property GmbH (EUR),44
1233,210105,ACCOUNTS PAYABLE : Advance payments received,TIAA General Account Housing German Service GmbH (EUR),45
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Exporo Bestand 46 GmbH (EUR),47
1233,210105,ACCOUNTS PAYABLE : Advance payments received,IMMO Property Owning Structure (Consolidation entity),14
1233,210105,ACCOUNTS PAYABLE : Advance payments received,Carilux Investment S.à r.l (LUX),15
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO Consolidation Entity (LUX),1
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO Managed Companies (Consolidation entity),34
1234,210106,ACCOUNTS PAYABLE : Deferred Income,RainMaker Investments GmbH (EUR),35
1234,210106,ACCOUNTS PAYABLE : Deferred Income,RI Nord GmbH (EUR),36
1234,210106,ACCOUNTS PAYABLE : Deferred Income,RI Living GmbH (EUR),37
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Chandos Holdings UG ( IMMO managed),39
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Arcangel Assets GmbH (IMMO managed),40
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Ruscha Residential GmbH (EUR) (IMMO managed),41
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Nuveen HoldCo (Consolidation),43
1234,210106,ACCOUNTS PAYABLE : Deferred Income,TIAA General Account Housing German Property GmbH (EUR),44
1234,210106,ACCOUNTS PAYABLE : Deferred Income,TIAA General Account Housing German Service GmbH (EUR),45
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Exporo Bestand 46 GmbH (EUR),47
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO Investment Technologies S.à r.l. (LUX),2
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO Fund (consolidation entity),5
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO Capital Fund GP S.à r.l (LUX),6
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),12
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO Services Companies (Consolidation entity),8
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO Investment Technologies UK Limited (UK),9
1234,210106,ACCOUNTS PAYABLE : Deferred Income,INSTA IMMO GmbH (GER),10
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Chandos Holdings UG,49
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Arcangel Assets GmbH,50
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Ruscha Residential GmbH,51
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO Investment Technologies España S.L (SPN),13
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO Digital Solutions India Private Limited (INR),25
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO Property Owning Structure (Consolidation entity),14
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Carilux Investment S.à r.l (LUX),15
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Moonstone Holdings S.à r.l (LUX),16
1234,210106,ACCOUNTS PAYABLE : Deferred Income,Matis Investment S.à r.l (LUX),17
1234,210106,ACCOUNTS PAYABLE : Deferred Income,"IMMO Central Portfolio Spain, S.L. (SPN)",18
1234,210106,ACCOUNTS PAYABLE : Deferred Income,"IMMO IT Spain Portfolio, S.L. (SPN)",19
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO German Service GmbH (GER),20
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO German Property GmbH (GER),21
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO German Service II GmbH (GER),22
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO German Property II GmbH (GER),23
1234,210106,ACCOUNTS PAYABLE : Deferred Income,IMMO Central Portfolio UK Limited (UK),24
1331,210107,ACCOUNTS PAYABLE : Wages Payable,IMMO Investment Technologies UK Limited (UK),9
1331,210107,ACCOUNTS PAYABLE : Wages Payable,INSTA IMMO GmbH (GER),10
1331,210107,ACCOUNTS PAYABLE : Wages Payable,IMMO Digital Solutions India Private Limited (INR),25
1331,210107,ACCOUNTS PAYABLE : Wages Payable,IMMO Investment Technologies España S.L (SPN),13
1331,210107,ACCOUNTS PAYABLE : Wages Payable,IMMO Investment Technologies S.à r.l. (LUX),2
1332,210108,ACCOUNTS PAYABLE : Employee Tax Payable,IMMO Investment Technologies UK Limited (UK),9
1332,210108,ACCOUNTS PAYABLE : Employee Tax Payable,INSTA IMMO GmbH (GER),10
1332,210108,ACCOUNTS PAYABLE : Employee Tax Payable,IMMO Digital Solutions India Private Limited (INR),25
1332,210108,ACCOUNTS PAYABLE : Employee Tax Payable,IMMO Investment Technologies España S.L (SPN),13
1332,210108,ACCOUNTS PAYABLE : Employee Tax Payable,IMMO Investment Technologies S.à r.l. (LUX),2
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,INSTA IMMO GmbH (GER),10
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,Arcangel Assets GmbH,50
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,Ruscha Residential GmbH,51
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO Investment Technologies España S.L (SPN),13
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO Digital Solutions India Private Limited (INR),25
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO Property Owning Structure (Consolidation entity),14
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,Carilux Investment S.à r.l (LUX),15
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,Moonstone Holdings S.à r.l (LUX),16
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,Matis Investment S.à r.l (LUX),17
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,"IMMO Central Portfolio Spain, S.L. (SPN)",18
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,"IMMO IT Spain Portfolio, S.L. (SPN)",19
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO German Service GmbH (GER),20
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO Consolidation Entity (LUX),1
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO Investment Technologies S.à r.l. (LUX),2
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO Fund (consolidation entity),5
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO Capital Fund GP S.à r.l (LUX),6
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),12
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO Services Companies (Consolidation entity),8
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO Investment Technologies UK Limited (UK),9
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO German Property GmbH (GER),21
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO German Service II GmbH (GER),22
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO German Property II GmbH (GER),23
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO Central Portfolio UK Limited (UK),24
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,IMMO Managed Companies (Consolidation entity),34
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,RainMaker Investments GmbH (EUR),35
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,RI Nord GmbH (EUR),36
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,RI Living GmbH (EUR),37
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,Chandos Holdings UG ( IMMO managed),39
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,Arcangel Assets GmbH (IMMO managed),40
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,Ruscha Residential GmbH (EUR) (IMMO managed),41
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,Nuveen HoldCo (Consolidation),43
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,TIAA General Account Housing German Property GmbH (EUR),44
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,TIAA General Account Housing German Service GmbH (EUR),45
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,Exporo Bestand 46 GmbH (EUR),47
1235,210109,ACCOUNTS PAYABLE : Income Tax Payable,Chandos Holdings UG,49
1333,210110,ACCOUNTS PAYABLE : Pensions Payable,IMMO Digital Solutions India Private Limited (INR),25
1333,210110,ACCOUNTS PAYABLE : Pensions Payable,IMMO Investment Technologies S.à r.l. (LUX),2
1333,210110,ACCOUNTS PAYABLE : Pensions Payable,INSTA IMMO GmbH (GER),10
1333,210110,ACCOUNTS PAYABLE : Pensions Payable,IMMO Investment Technologies España S.L (SPN),13
1333,210110,ACCOUNTS PAYABLE : Pensions Payable,IMMO Investment Technologies UK Limited (UK),9
1334,210111,ACCOUNTS PAYABLE : Social Security Tax Payable,IMMO Digital Solutions India Private Limited (INR),25
1334,210111,ACCOUNTS PAYABLE : Social Security Tax Payable,IMMO Investment Technologies S.à r.l. (LUX),2
1334,210111,ACCOUNTS PAYABLE : Social Security Tax Payable,INSTA IMMO GmbH (GER),10
1334,210111,ACCOUNTS PAYABLE : Social Security Tax Payable,IMMO Investment Technologies UK Limited (UK),9
1334,210111,ACCOUNTS PAYABLE : Social Security Tax Payable,IMMO Investment Technologies España S.L (SPN),13
1335,210112,ACCOUNTS PAYABLE : Student Loan Deduction Payable,IMMO Digital Solutions India Private Limited (INR),25
1335,210112,ACCOUNTS PAYABLE : Student Loan Deduction Payable,IMMO Investment Technologies UK Limited (UK),9
1335,210112,ACCOUNTS PAYABLE : Student Loan Deduction Payable,IMMO Investment Technologies S.à r.l. (LUX),2
1335,210112,ACCOUNTS PAYABLE : Student Loan Deduction Payable,INSTA IMMO GmbH (GER),10
1335,210112,ACCOUNTS PAYABLE : Student Loan Deduction Payable,IMMO Investment Technologies España S.L (SPN),13
3321,210113,ACCOUNTS PAYABLE : Accounts Payable >5Y (VOB),Exporo Bestand 46 GmbH (EUR),47
3321,210113,ACCOUNTS PAYABLE : Accounts Payable >5Y (VOB),TIAA General Account Housing German Property GmbH (EUR),44
3321,210113,ACCOUNTS PAYABLE : Accounts Payable >5Y (VOB),TIAA General Account Housing German Service GmbH (EUR),45
3321,210113,ACCOUNTS PAYABLE : Accounts Payable >5Y (VOB),INSTA IMMO GmbH (GER),10
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,IMMO German Service GmbH (GER),20
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,IMMO German Property GmbH (GER),21
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,IMMO German Service II GmbH (GER),22
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,IMMO German Property II GmbH (GER),23
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,IMMO Central Portfolio UK Limited (UK),24
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,IMMO Managed Companies (Consolidation entity),34
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,RainMaker Investments GmbH (EUR),35
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,RI Nord GmbH (EUR),36
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,RI Living GmbH (EUR),37
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,Chandos Holdings UG ( IMMO managed),39
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,Arcangel Assets GmbH (IMMO managed),40
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,Ruscha Residential GmbH (EUR) (IMMO managed),41
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,IMMO Consolidation Entity (LUX),1
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,Nuveen HoldCo (Consolidation),43
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,TIAA General Account Housing German Property GmbH (EUR),44
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,TIAA General Account Housing German Service GmbH (EUR),45
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,Exporo Bestand 46 GmbH (EUR),47
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,IMMO Investment Technologies S.à r.l. (LUX),2
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,IMMO Fund (consolidation entity),5
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,IMMO Capital Fund GP S.à r.l (LUX),6
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),12
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,IMMO Services Companies (Consolidation entity),8
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,IMMO Investment Technologies UK Limited (UK),9
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,INSTA IMMO GmbH (GER),10
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,Chandos Holdings UG,49
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,Arcangel Assets GmbH,50
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,Ruscha Residential GmbH,51
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,IMMO Investment Technologies España S.L (SPN),13
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,IMMO Digital Solutions India Private Limited (INR),25
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,IMMO Property Owning Structure (Consolidation entity),14
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,Carilux Investment S.à r.l (LUX),15
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,Moonstone Holdings S.à r.l (LUX),16
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,Matis Investment S.à r.l (LUX),17
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,"IMMO Central Portfolio Spain, S.L. (SPN)",18
2832,210114,ACCOUNTS PAYABLE : Intercompany Payable,"IMMO IT Spain Portfolio, S.L. (SPN)",19
3322,210115,ACCOUNTS PAYABLE : Personnel Expenses: IMMO UK - Nursery Fees Payable,IMMO Investment Technologies UK Limited (UK),9
3539,210116,ACCOUNTS PAYABLE : Portfolio - Advance payment on operational costs,"IMMO IT Spain Portfolio, S.L. (SPN)",19
3539,210116,ACCOUNTS PAYABLE : Portfolio - Advance payment on operational costs,Chandos Holdings UG ( IMMO managed),39
3539,210116,ACCOUNTS PAYABLE : Portfolio - Advance payment on operational costs,IMMO Central Portfolio UK Limited (UK),24
3539,210116,ACCOUNTS PAYABLE : Portfolio - Advance payment on operational costs,IMMO German Property II GmbH (GER),23
3539,210116,ACCOUNTS PAYABLE : Portfolio - Advance payment on operational costs,IMMO German Service II GmbH (GER),22
3539,210116,ACCOUNTS PAYABLE : Portfolio - Advance payment on operational costs,IMMO German Property GmbH (GER),21
3539,210116,ACCOUNTS PAYABLE : Portfolio - Advance payment on operational costs,TIAA General Account Housing German Service GmbH (EUR),45
3539,210116,ACCOUNTS PAYABLE : Portfolio - Advance payment on operational costs,Arcangel Assets GmbH (IMMO managed),40
3539,210116,ACCOUNTS PAYABLE : Portfolio - Advance payment on operational costs,TIAA General Account Housing German Property GmbH (EUR),44
3539,210116,ACCOUNTS PAYABLE : Portfolio - Advance payment on operational costs,Exporo Bestand 46 GmbH (EUR),47
3539,210116,ACCOUNTS PAYABLE : Portfolio - Advance payment on operational costs,IMMO German Service GmbH (GER),20
3540,210117,ACCOUNTS PAYABLE : Portfolio - Advance payment on heating costs,IMMO German Property GmbH (GER),21
3540,210117,ACCOUNTS PAYABLE : Portfolio - Advance payment on heating costs,IMMO German Service II GmbH (GER),22
3540,210117,ACCOUNTS PAYABLE : Portfolio - Advance payment on heating costs,Arcangel Assets GmbH (IMMO managed),40
3540,210117,ACCOUNTS PAYABLE : Portfolio - Advance payment on heating costs,"IMMO IT Spain Portfolio, S.L. (SPN)",19
3540,210117,ACCOUNTS PAYABLE : Portfolio - Advance payment on heating costs,IMMO Central Portfolio UK Limited (UK),24
3540,210117,ACCOUNTS PAYABLE : Portfolio - Advance payment on heating costs,TIAA General Account Housing German Property GmbH (EUR),44
3540,210117,ACCOUNTS PAYABLE : Portfolio - Advance payment on heating costs,IMMO German Service GmbH (GER),20
3540,210117,ACCOUNTS PAYABLE : Portfolio - Advance payment on heating costs,Exporo Bestand 46 GmbH (EUR),47
3540,210117,ACCOUNTS PAYABLE : Portfolio - Advance payment on heating costs,IMMO German Property II GmbH (GER),23
3540,210117,ACCOUNTS PAYABLE : Portfolio - Advance payment on heating costs,Chandos Holdings UG ( IMMO managed),39
3540,210117,ACCOUNTS PAYABLE : Portfolio - Advance payment on heating costs,TIAA General Account Housing German Service GmbH (EUR),45
3541,210118,ACCOUNTS PAYABLE : Portfolio - Advance payment 1-5 years,"IMMO IT Spain Portfolio, S.L. (SPN)",19
3541,210118,ACCOUNTS PAYABLE : Portfolio - Advance payment 1-5 years,IMMO German Property II GmbH (GER),23
3541,210118,ACCOUNTS PAYABLE : Portfolio - Advance payment 1-5 years,IMMO Central Portfolio UK Limited (UK),24
3541,210118,ACCOUNTS PAYABLE : Portfolio - Advance payment 1-5 years,Exporo Bestand 46 GmbH (EUR),47
3541,210118,ACCOUNTS PAYABLE : Portfolio - Advance payment 1-5 years,IMMO German Service II GmbH (GER),22
3541,210118,ACCOUNTS PAYABLE : Portfolio - Advance payment 1-5 years,Chandos Holdings UG ( IMMO managed),39
3541,210118,ACCOUNTS PAYABLE : Portfolio - Advance payment 1-5 years,IMMO German Property GmbH (GER),21
3541,210118,ACCOUNTS PAYABLE : Portfolio - Advance payment 1-5 years,Arcangel Assets GmbH (IMMO managed),40
3541,210118,ACCOUNTS PAYABLE : Portfolio - Advance payment 1-5 years,IMMO German Service GmbH (GER),20
3541,210118,ACCOUNTS PAYABLE : Portfolio - Advance payment 1-5 years,TIAA General Account Housing German Property GmbH (EUR),44
3542,210119,ACCOUNTS PAYABLE : Clearing account for advance payments,IMMO German Property GmbH (GER),21
3542,210119,ACCOUNTS PAYABLE : Clearing account for advance payments,TIAA General Account Housing German Service GmbH (EUR),45
3542,210119,ACCOUNTS PAYABLE : Clearing account for advance payments,Arcangel Assets GmbH (IMMO managed),40
3542,210119,ACCOUNTS PAYABLE : Clearing account for advance payments,IMMO Central Portfolio UK Limited (UK),24
3542,210119,ACCOUNTS PAYABLE : Clearing account for advance payments,Chandos Holdings UG ( IMMO managed),39
3542,210119,ACCOUNTS PAYABLE : Clearing account for advance payments,Exporo Bestand 46 GmbH (EUR),47
3542,210119,ACCOUNTS PAYABLE : Clearing account for advance payments,IMMO German Service GmbH (GER),20
3542,210119,ACCOUNTS PAYABLE : Clearing account for advance payments,"IMMO IT Spain Portfolio, S.L. (SPN)",19
3542,210119,ACCOUNTS PAYABLE : Clearing account for advance payments,IMMO German Property II GmbH (GER),23
3542,210119,ACCOUNTS PAYABLE : Clearing account for advance payments,IMMO German Service II GmbH (GER),22
3542,210119,ACCOUNTS PAYABLE : Clearing account for advance payments,TIAA General Account Housing German Property GmbH (EUR),44
436,210200,TAXATION,TIAA General Account Housing German Service GmbH (EUR),45
436,210200,TAXATION,Exporo Bestand 46 GmbH (EUR),47
436,210200,TAXATION,IMMO Investment Technologies S.à r.l. (LUX),2
436,210200,TAXATION,IMMO Fund (consolidation entity),5
436,210200,TAXATION,IMMO Capital Fund GP S.à r.l (LUX),6
436,210200,TAXATION,IMMO Capital Investment Funds SCSp SICAV-RAIF (LUX),12
436,210200,TAXATION,IMMO Services Companies (Consolidation entity),8
436,210200,TAXATION,IMMO Investment Technologies UK Limited (UK),9
436,210200,TAXATION,INSTA IMMO GmbH (GER),10
436,210200,TAXATION,Chandos Holdings UG,49
436,210200,TAXATION,Arcangel Assets GmbH,50
436,210200,TAXATION,Ruscha Residential GmbH,51
436,210200,TAXATION,IMMO Investment Technologies España S.L (SPN),13
436,210200,TAXATION,IMMO Digital Solutions India Private Limited (INR),25
436,210200,TAXATION,IMMO Property Owning Structure (Consolidation entity),14
436,210200,TAXATION,Carilux Investment S.à r.l (LUX),15
436,210200,TAXATION,Moonstone Holdings S.à r.l (LUX),16
436,210200,TAXATION,Matis Investment S.à r.l (LUX),17
436,210200,TAXATION,"IMMO Central Portfolio Spain, S.L. (SPN)",18
436,210200,TAXATION,"IMMO IT Spain Portfolio, S.L. (SPN)",19
436,210200,TAXATION,IMMO German Service GmbH (GER),20
436,210200,TAXATION,IMMO German Property GmbH (GER),21
436,210200,TAXATION,IMMO German Service II GmbH (GER),22
436,210200,TAXATION,IMMO German Property II GmbH (GER),23
436,210200,TAXATION,IMMO Consolidation Entity (LUX),1
436,210200,TAXATION,IMMO Central Portfolio UK Limited (UK),24
